#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2E38D
#Date Time: 2025-04-07 17:06:28.436
#Sample rate: 400000Hz
#Samples: 4096

Time (s),Bus,DIO  6,DIO  5,DIO  4,DIO  3,DIO  2,DIO  1,DIO  0
-0.0046925,63,0,1,1,1,1,1,1
-0.00469,63,0,1,1,1,1,1,1
-0.0046875,63,0,1,1,1,1,1,1
-0.004685,63,0,1,1,1,1,1,1
-0.0046825,63,0,1,1,1,1,1,1
-0.00468,63,0,1,1,1,1,1,1
-0.0046775,63,0,1,1,1,1,1,1
-0.004675,63,0,1,1,1,1,1,1
-0.0046725,63,0,1,1,1,1,1,1
-0.00467,63,0,1,1,1,1,1,1
-0.0046675,63,0,1,1,1,1,1,1
-0.004665,63,0,1,1,1,1,1,1
-0.0046625,63,0,1,1,1,1,1,1
-0.00466,63,0,1,1,1,1,1,1
-0.0046575,63,0,1,1,1,1,1,1
-0.004655,63,0,1,1,1,1,1,1
-0.0046525,63,0,1,1,1,1,1,1
-0.00465,63,0,1,1,1,1,1,1
-0.0046475,127,1,1,1,1,1,1,1
-0.004645,127,1,1,1,1,1,1,1
-0.0046425,127,1,1,1,1,1,1,1
-0.00464,127,1,1,1,1,1,1,1
-0.0046375,127,1,1,1,1,1,1,1
-0.004635,127,1,1,1,1,1,1,1
-0.0046325,127,1,1,1,1,1,1,1
-0.00463,127,1,1,1,1,1,1,1
-0.0046275,127,1,1,1,1,1,1,1
-0.004625,127,1,1,1,1,1,1,1
-0.0046225,127,1,1,1,1,1,1,1
-0.00462,127,1,1,1,1,1,1,1
-0.0046175,127,1,1,1,1,1,1,1
-0.004615,127,1,1,1,1,1,1,1
-0.0046125,127,1,1,1,1,1,1,1
-0.00461,127,1,1,1,1,1,1,1
-0.0046075,127,1,1,1,1,1,1,1
-0.004605,127,1,1,1,1,1,1,1
-0.0046025,127,1,1,1,1,1,1,1
-0.0046,127,1,1,1,1,1,1,1
-0.0045975,127,1,1,1,1,1,1,1
-0.004595,127,1,1,1,1,1,1,1
-0.0045925,127,1,1,1,1,1,1,1
-0.00459,127,1,1,1,1,1,1,1
-0.0045875,127,1,1,1,1,1,1,1
-0.004585,127,1,1,1,1,1,1,1
-0.0045825,127,1,1,1,1,1,1,1
-0.00458,127,1,1,1,1,1,1,1
-0.0045775,127,1,1,1,1,1,1,1
-0.004575,127,1,1,1,1,1,1,1
-0.0045725,127,1,1,1,1,1,1,1
-0.00457,127,1,1,1,1,1,1,1
-0.0045675,127,1,1,1,1,1,1,1
-0.004565,127,1,1,1,1,1,1,1
-0.0045625,127,1,1,1,1,1,1,1
-0.00456,127,1,1,1,1,1,1,1
-0.0045575,127,1,1,1,1,1,1,1
-0.004555,127,1,1,1,1,1,1,1
-0.0045525,127,1,1,1,1,1,1,1
-0.00455,127,1,1,1,1,1,1,1
-0.0045475,127,1,1,1,1,1,1,1
-0.004545,127,1,1,1,1,1,1,1
-0.0045425,127,1,1,1,1,1,1,1
-0.00454,127,1,1,1,1,1,1,1
-0.0045375,127,1,1,1,1,1,1,1
-0.004535,127,1,1,1,1,1,1,1
-0.0045325,127,1,1,1,1,1,1,1
-0.00453,127,1,1,1,1,1,1,1
-0.0045275,127,1,1,1,1,1,1,1
-0.004525,127,1,1,1,1,1,1,1
-0.0045225,127,1,1,1,1,1,1,1
-0.00452,127,1,1,1,1,1,1,1
-0.0045175,127,1,1,1,1,1,1,1
-0.004515,1,0,0,0,0,0,0,1
-0.0045125,0,0,0,0,0,0,0,0
-0.00451,0,0,0,0,0,0,0,0
-0.0045075,0,0,0,0,0,0,0,0
-0.004505,0,0,0,0,0,0,0,0
-0.0045025,0,0,0,0,0,0,0,0
-0.0045,0,0,0,0,0,0,0,0
-0.0044975,0,0,0,0,0,0,0,0
-0.004495,0,0,0,0,0,0,0,0
-0.0044925,0,0,0,0,0,0,0,0
-0.00449,0,0,0,0,0,0,0,0
-0.0044875,0,0,0,0,0,0,0,0
-0.004485,0,0,0,0,0,0,0,0
-0.0044825,0,0,0,0,0,0,0,0
-0.00448,0,0,0,0,0,0,0,0
-0.0044775,0,0,0,0,0,0,0,0
-0.004475,0,0,0,0,0,0,0,0
-0.0044725,0,0,0,0,0,0,0,0
-0.00447,0,0,0,0,0,0,0,0
-0.0044675,0,0,0,0,0,0,0,0
-0.004465,0,0,0,0,0,0,0,0
-0.0044625,0,0,0,0,0,0,0,0
-0.00446,0,0,0,0,0,0,0,0
-0.0044575,0,0,0,0,0,0,0,0
-0.004455,0,0,0,0,0,0,0,0
-0.0044525,0,0,0,0,0,0,0,0
-0.00445,0,0,0,0,0,0,0,0
-0.0044475,0,0,0,0,0,0,0,0
-0.004445,0,0,0,0,0,0,0,0
-0.0044425,0,0,0,0,0,0,0,0
-0.00444,0,0,0,0,0,0,0,0
-0.0044375,0,0,0,0,0,0,0,0
-0.004435,0,0,0,0,0,0,0,0
-0.0044325,0,0,0,0,0,0,0,0
-0.00443,0,0,0,0,0,0,0,0
-0.0044275,0,0,0,0,0,0,0,0
-0.004425,0,0,0,0,0,0,0,0
-0.0044225,0,0,0,0,0,0,0,0
-0.00442,0,0,0,0,0,0,0,0
-0.0044175,0,0,0,0,0,0,0,0
-0.004415,0,0,0,0,0,0,0,0
-0.0044125,0,0,0,0,0,0,0,0
-0.00441,0,0,0,0,0,0,0,0
-0.0044075,0,0,0,0,0,0,0,0
-0.004405,0,0,0,0,0,0,0,0
-0.0044025,0,0,0,0,0,0,0,0
-0.0044,0,0,0,0,0,0,0,0
-0.0043975,0,0,0,0,0,0,0,0
-0.004395,0,0,0,0,0,0,0,0
-0.0043925,0,0,0,0,0,0,0,0
-0.00439,0,0,0,0,0,0,0,0
-0.0043875,0,0,0,0,0,0,0,0
-0.004385,0,0,0,0,0,0,0,0
-0.0043825,0,0,0,0,0,0,0,0
-0.00438,0,0,0,0,0,0,0,0
-0.0043775,0,0,0,0,0,0,0,0
-0.004375,0,0,0,0,0,0,0,0
-0.0043725,0,0,0,0,0,0,0,0
-0.00437,0,0,0,0,0,0,0,0
-0.0043675,0,0,0,0,0,0,0,0
-0.004365,0,0,0,0,0,0,0,0
-0.0043625,0,0,0,0,0,0,0,0
-0.00436,0,0,0,0,0,0,0,0
-0.0043575,0,0,0,0,0,0,0,0
-0.004355,0,0,0,0,0,0,0,0
-0.0043525,0,0,0,0,0,0,0,0
-0.00435,0,0,0,0,0,0,0,0
-0.0043475,0,0,0,0,0,0,0,0
-0.004345,0,0,0,0,0,0,0,0
-0.0043425,0,0,0,0,0,0,0,0
-0.00434,0,0,0,0,0,0,0,0
-0.0043375,0,0,0,0,0,0,0,0
-0.004335,0,0,0,0,0,0,0,0
-0.0043325,0,0,0,0,0,0,0,0
-0.00433,0,0,0,0,0,0,0,0
-0.0043275,0,0,0,0,0,0,0,0
-0.004325,0,0,0,0,0,0,0,0
-0.0043225,0,0,0,0,0,0,0,0
-0.00432,0,0,0,0,0,0,0,0
-0.0043175,0,0,0,0,0,0,0,0
-0.004315,0,0,0,0,0,0,0,0
-0.0043125,0,0,0,0,0,0,0,0
-0.00431,0,0,0,0,0,0,0,0
-0.0043075,0,0,0,0,0,0,0,0
-0.004305,0,0,0,0,0,0,0,0
